,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64
2446,0,0,4,11,0,0,0,0,0,0,11,13,0,0,0,0,0,2,15,8,0,0,0,0,0,3,16,4,0,0,0,0,0,7,16,16,16,9,0,0,0,4,16,12,9,16,7,0,0,2,15,9,6,16,9,0,0,0,4,15,16,13,2,0
2487,0,0,9,13,7,0,0,0,0,2,16,12,15,12,2,0,0,8,11,0,4,16,4,0,0,8,13,1,8,16,7,0,0,1,15,16,13,15,8,0,0,0,0,2,0,9,12,0,0,0,6,9,9,15,9,0,0,0,6,16,14,8,1,0
190,0,0,4,10,16,14,4,0,0,0,10,16,16,16,4,0,0,0,16,16,16,8,0,0,0,0,16,16,16,0,0,0,0,0,16,16,16,0,0,0,0,4,16,16,16,0,0,0,0,0,16,16,16,0,0,0,0,0,6,14,14,0,0,0
2409,0,0,5,12,12,0,0,0,0,3,16,12,15,4,0,0,0,4,14,0,14,6,0,0,0,1,12,11,12,0,0,0,0,0,7,16,8,1,0,0,0,0,1,5,12,13,1,0,0,0,8,4,0,16,4,0,0,0,8,15,15,11,1,0
3781,0,1,12,16,5,0,0,0,0,11,16,16,11,0,0,0,0,6,5,16,11,0,0,0,0,0,2,16,7,0,0,0,0,0,8,16,3,0,0,0,0,1,13,14,0,2,1,0,0,4,16,16,16,16,10,0,0,0,15,16,14,9,3,0
86,0,0,4,12,16,15,5,0,0,0,13,16,16,16,7,0,0,4,16,13,14,11,0,0,0,6,16,16,14,1,0,0,0,0,9,16,12,1,0,0,0,0,12,12,15,7,0,0,0,0,13,10,13,12,0,0,0,0,3,15,13,4,0,0
872,0,0,11,3,8,7,0,0,0,1,15,11,16,16,7,0,0,0,16,4,5,13,10,0,0,3,13,0,0,8,9,0,0,5,13,0,0,8,8,0,0,6,13,0,7,16,2,0,0,2,16,12,16,10,0,0,0,0,9,13,8,0,0,0
51,0,0,1,8,14,14,6,0,0,0,3,11,7,12,14,0,0,0,0,0,0,9,11,0,0,1,12,12,12,15,8,0,0,0,7,8,14,13,1,0,0,0,0,4,15,2,0,0,0,0,0,13,6,0,0,0,0,0,1,14,2,0,0,0
3155,0,0,6,13,6,0,0,0,0,0,14,11,16,10,0,0,0,2,14,0,9,15,0,0,0,5,9,0,0,12,3,0,0,8,8,0,0,8,5,0,0,7,11,0,0,8,8,0,0,1,15,7,5,14,4,0,0,0,6,16,16,9,0,0
1242,0,3,13,16,13,1,0,0,0,11,11,8,14,8,0,0,0,5,1,0,5,14,0,0,0,0,0,0,5,11,0,0,0,0,0,1,14,3,0,0,0,0,0,9,11,0,0,0,0,0,11,16,15,12,7,0,0,1,8,8,9,13,7,0
2787,0,0,7,14,16,12,0,0,0,0,15,11,15,15,0,0,0,0,0,1,16,10,0,0,0,0,7,13,16,14,10,0,0,0,12,16,15,12,4,0,0,0,5,16,6,0,0,0,0,0,7,16,2,0,0,0,0,0,10,14,0,0,0,0
2943,0,0,0,0,10,14,2,0,0,0,0,2,16,16,3,0,0,0,1,15,16,16,2,0,0,3,16,16,16,16,1,0,0,2,8,5,16,16,0,0,0,0,0,0,15,16,1,0,0,0,0,0,12,16,6,0,0,0,0,0,10,15,6,0
1962,0,1,8,13,16,8,0,0,0,11,13,6,8,15,1,0,0,2,1,9,14,5,0,0,0,0,14,16,14,3,0,0,0,0,8,4,10,15,1,0,0,0,0,0,0,13,7,0,0,2,15,8,9,15,1,0,0,1,10,13,13,4,0,0
2338,0,0,8,14,13,3,0,0,0,6,13,3,6,11,0,0,0,1,2,0,4,13,0,0,0,0,0,11,16,11,0,0,0,0,0,3,4,11,7,0,0,0,0,0,0,5,9,0,0,2,13,1,0,7,10,0,0,0,9,16,13,12,1,0
1264,0,1,15,16,14,2,0,0,0,1,11,12,16,8,0,0,0,0,0,5,16,4,0,0,0,0,2,15,16,3,0,0,0,0,4,16,16,14,4,0,0,0,5,16,12,16,7,0,0,0,11,11,0,0,0,0,0,0,16,6,0,0,0,0
2792,0,0,0,8,12,11,0,0,0,0,7,16,16,8,0,0,0,0,7,16,16,9,0,0,0,0,8,16,16,6,0,0,0,0,5,16,16,8,0,0,0,0,9,16,16,8,0,0,0,0,5,16,16,11,0,0,0,0,0,12,12,5,0,0
2442,0,0,7,13,3,0,0,0,0,2,16,16,10,0,0,0,0,6,14,8,14,0,0,0,0,7,9,4,16,1,0,0,0,0,0,7,12,0,0,0,0,0,4,15,10,6,1,0,0,0,8,16,16,16,6,0,0,0,5,11,12,15,3,0
332,0,0,6,14,15,6,0,0,0,14,16,16,16,16,0,0,0,8,8,10,16,13,0,0,0,0,0,14,16,7,0,0,0,0,0,6,16,12,0,0,0,0,0,0,12,16,6,0,0,0,0,7,16,16,5,0,0,0,6,16,12,1,0,0
2258,0,0,6,13,15,6,0,0,0,1,15,16,16,14,0,0,0,4,16,8,4,14,4,0,0,4,16,2,0,9,7,0,0,4,15,0,0,13,5,0,0,2,16,0,5,15,5,0,0,1,15,13,16,11,0,0,0,0,6,15,12,3,0,0
1572,0,0,4,14,15,9,0,0,0,0,14,9,0,2,0,0,0,2,15,1,0,0,0,0,0,5,9,0,0,0,0,0,0,7,12,10,15,7,0,0,0,4,16,15,3,11,6,0,0,0,13,15,14,11,10,0,0,0,5,14,16,11,2,0
1456,0,0,1,14,11,0,0,0,0,0,12,13,1,0,0,0,0,5,16,3,0,7,15,1,0,6,16,11,12,16,10,0,0,0,11,14,16,11,0,0,0,0,0,7,15,2,0,0,0,0,0,15,12,0,0,0,0,0,1,15,7,0,0,0
786,0,2,11,16,15,4,0,0,0,11,15,8,15,10,0,0,0,3,3,8,16,7,0,0,0,0,4,16,16,9,0,0,0,0,0,4,7,16,4,0,0,0,0,0,0,13,11,0,0,2,15,6,1,14,10,0,0,2,16,16,16,13,3,0
633,0,0,11,11,0,0,0,0,0,0,12,14,0,0,0,0,0,13,16,15,0,0,0,0,0,6,11,16,3,0,0,0,0,0,1,16,4,0,0,0,0,0,0,11,9,0,0,0,0,0,10,15,15,12,7,0,0,0,11,16,16,16,16,4
1630,0,0,0,10,8,0,0,0,0,0,2,16,11,1,0,0,0,0,6,15,1,0,0,0,0,0,10,11,0,0,0,0,0,0,13,12,8,6,0,0,0,0,13,16,16,16,12,1,0,0,9,16,13,11,16,4,0,0,0,10,15,12,5,0
1497,0,0,4,12,15,6,0,0,0,4,16,8,8,15,0,0,0,10,9,0,3,15,2,0,0,6,15,7,10,16,4,0,0,0,7,8,8,13,8,0,0,0,0,0,0,7,9,0,0,0,2,4,4,10,11,0,0,0,8,16,15,10,2,0
2779,0,0,2,7,12,16,11,0,0,0,10,15,16,16,16,0,0,0,0,10,16,16,12,0,0,0,0,4,16,16,4,0,0,0,0,5,16,15,4,0,0,0,0,10,16,12,0,0,0,0,2,15,16,3,0,0,0,0,1,13,14,1,0,0
3310,0,0,2,12,10,2,5,0,0,0,10,16,11,13,15,0,0,2,14,15,14,16,14,0,0,0,13,16,14,16,10,0,0,0,0,0,4,15,4,0,0,0,0,2,15,11,0,0,0,0,0,14,16,3,0,0,0,0,2,13,4,0,0,0
3191,0,0,4,10,15,4,0,0,0,0,8,13,6,1,0,0,0,1,15,14,10,1,0,0,0,0,11,8,10,12,1,0,0,0,0,0,0,10,6,0,0,0,0,0,0,2,14,0,0,0,6,7,3,3,15,2,0,0,4,13,16,16,15,1
2581,0,0,5,14,1,0,0,0,0,0,10,14,0,0,0,0,0,1,16,6,1,9,3,0,0,8,16,0,11,15,1,0,0,10,16,8,16,6,0,0,0,0,6,14,16,4,0,0,0,0,0,13,16,2,0,0,0,0,2,16,9,1,0,0
1096,0,0,12,16,6,0,0,0,0,6,16,11,15,5,0,0,0,8,16,0,11,15,1,0,0,8,14,0,2,16,5,0,0,8,14,0,0,12,7,0,0,5,16,2,1,16,4,0,0,3,15,10,11,14,2,0,0,0,6,12,10,1,0,0
2575,0,1,11,16,16,4,0,0,0,8,12,4,14,8,0,0,0,5,2,0,12,8,0,0,0,0,1,7,16,11,1,0,0,0,10,16,16,16,11,0,0,0,0,14,8,0,1,0,0,0,6,15,1,0,0,0,0,1,15,4,0,0,0,0
3169,0,0,8,16,16,11,2,0,0,0,5,8,9,16,9,0,0,0,0,0,2,16,5,0,0,0,4,8,12,12,0,0,0,0,11,16,16,16,4,0,0,0,2,14,11,14,5,0,0,0,6,16,2,0,0,0,0,0,10,14,0,0,0,0
1478,0,0,0,12,14,5,0,0,0,0,3,16,16,12,0,0,0,0,14,16,16,2,0,0,0,1,15,16,8,0,0,0,0,4,16,15,4,0,0,0,0,3,16,16,1,0,0,0,0,0,10,16,13,0,0,0,0,0,0,11,16,5,0,0
851,0,0,7,15,10,8,1,0,0,4,16,7,11,16,8,0,0,8,16,2,7,16,5,0,0,0,14,16,16,9,0,0,0,0,6,16,16,3,0,0,0,0,9,14,15,14,2,0,0,0,15,12,11,16,4,0,0,0,7,15,14,7,0,0
2047,0,0,4,6,14,10,2,0,0,0,15,16,12,12,12,0,0,4,14,1,0,0,0,0,0,5,16,16,12,1,0,0,0,0,4,8,15,10,0,0,0,0,0,0,5,9,0,0,0,0,0,5,14,3,0,0,0,0,5,14,5,0,0,0
1071,0,0,13,14,4,0,0,0,0,4,16,13,14,2,0,0,0,0,16,4,16,14,2,0,0,0,11,14,16,14,0,0,0,0,0,8,11,15,0,0,0,0,0,0,4,16,2,0,0,0,6,6,7,16,2,0,0,0,12,16,16,10,0,0
3535,0,0,9,14,16,12,1,0,0,3,14,5,4,12,8,0,0,1,2,0,0,13,6,0,0,0,4,8,10,16,4,0,0,5,14,11,16,8,1,0,0,3,2,9,11,0,0,0,0,0,3,15,2,0,0,0,0,0,9,8,0,0,0,0
2929,0,0,2,12,16,13,2,0,0,1,14,12,6,15,7,0,0,7,16,2,7,15,6,0,0,2,16,16,16,16,3,0,0,0,3,6,10,13,0,0,0,0,0,1,14,5,0,0,0,0,0,8,14,1,0,0,0,0,0,15,9,0,0,0
613,0,0,5,13,5,0,0,0,0,4,16,11,12,11,2,0,0,7,8,0,12,16,6,0,0,3,15,14,16,12,1,0,0,0,9,14,14,10,0,0,0,0,11,1,2,13,5,0,0,0,9,7,4,8,12,0,0,0,5,14,15,13,7,0
2426,0,0,0,8,16,5,0,0,0,0,5,15,10,2,0,0,0,2,15,6,0,0,0,0,0,5,12,0,0,0,0,0,0,4,15,14,16,14,5,0,0,0,16,15,1,5,12,0,0,0,7,15,1,7,14,0,0,0,0,8,16,15,4,0
1397,0,1,15,16,16,13,0,0,0,0,7,8,12,16,0,0,0,0,0,0,10,14,0,0,0,1,4,6,16,5,0,0,0,11,16,16,16,15,8,0,0,4,9,16,8,8,2,0,0,0,11,12,0,0,0,0,0,2,16,4,0,0,0,0
887,0,0,4,13,12,3,0,0,0,0,15,16,16,7,0,0,0,0,16,16,16,16,3,0,0,0,11,16,16,5,0,0,0,0,15,10,12,15,1,0,0,2,16,4,1,16,10,0,0,1,15,12,11,16,5,0,0,0,6,15,9,1,0,0
2271,0,1,10,14,5,0,0,0,0,9,16,14,16,0,0,0,0,3,5,9,16,0,0,0,0,0,5,16,16,14,0,0,0,0,8,14,13,16,6,0,0,0,0,0,0,16,11,0,0,0,11,5,11,16,7,0,0,1,12,16,14,5,0,0
2468,0,0,10,15,14,4,0,0,0,1,15,13,13,15,2,0,0,0,0,4,14,14,0,0,0,0,6,16,16,6,0,0,0,0,3,10,16,12,0,0,0,0,0,0,9,16,8,0,0,1,15,8,13,16,4,0,0,0,10,14,11,6,1,0
788,0,0,2,10,13,3,0,0,0,1,13,7,7,13,0,0,0,7,7,0,2,16,1,0,0,2,11,2,0,13,4,0,0,0,6,15,13,16,8,0,0,0,0,0,0,8,8,0,0,0,0,10,4,9,7,0,0,0,0,11,16,14,2,0
1842,0,0,2,15,13,3,0,0,0,0,2,16,16,6,0,0,0,0,3,16,16,5,0,0,0,0,4,16,16,0,0,0,0,0,7,16,13,0,0,0,0,0,9,16,7,0,0,0,0,0,11,16,9,0,0,0,0,0,4,13,12,1,0,0
2435,0,0,0,10,16,3,0,0,0,0,5,15,5,0,0,0,0,0,12,9,0,0,0,0,0,0,15,3,0,0,0,0,0,2,15,10,8,2,0,0,0,1,13,13,10,14,0,0,0,0,5,12,2,14,6,0,0,0,0,7,16,16,2,0
3754,0,0,6,12,7,0,0,0,0,2,15,13,15,13,0,0,0,8,13,0,9,15,0,0,0,1,15,7,14,11,0,0,0,0,6,16,16,1,0,0,0,0,5,16,16,14,0,0,0,0,11,16,16,16,4,0,0,0,3,7,12,12,3,0
296,0,0,0,5,12,0,0,0,0,0,0,13,13,0,0,0,0,0,5,16,3,0,0,0,0,0,8,15,0,0,0,0,0,0,10,12,8,6,0,0,0,2,15,15,12,14,9,0,0,0,8,15,6,12,12,0,0,0,0,8,13,15,5,0
2829,0,3,9,12,12,16,10,0,0,7,16,16,16,14,6,0,0,7,16,11,2,0,0,0,0,10,16,10,2,0,0,0,0,1,11,16,16,4,0,0,0,0,1,12,16,5,0,0,0,0,13,16,6,0,0,0,0,2,15,9,0,0,0,0
2329,0,0,4,12,10,1,0,0,0,0,14,9,9,13,0,0,0,7,16,0,6,16,4,0,0,4,15,10,4,16,8,0,0,0,5,12,12,14,8,0,0,0,0,0,0,5,11,0,0,0,2,3,0,7,11,0,0,0,5,14,16,16,4,0
678,0,0,9,15,16,16,14,0,0,1,15,10,8,14,13,0,0,0,0,0,2,15,9,0,0,0,0,10,14,16,4,0,0,0,1,16,16,16,11,0,0,0,0,13,15,4,1,0,0,0,5,16,7,0,0,0,0,0,9,15,0,0,0,0
2139,0,0,4,11,14,12,2,0,0,0,11,12,4,8,0,0,0,1,16,6,0,0,0,0,0,3,16,8,7,2,0,0,0,5,16,16,16,15,2,0,0,0,3,0,1,15,6,0,0,0,3,8,9,15,9,0,0,0,7,16,12,10,2,0
3294,0,0,9,12,10,5,0,0,0,5,16,16,16,13,0,0,0,1,16,16,16,16,0,0,0,0,8,16,16,16,3,0,0,0,4,16,16,16,4,0,0,0,2,16,16,16,1,0,0,0,9,16,16,16,1,0,0,0,5,12,12,5,0,0
2828,0,1,4,8,14,16,6,0,0,11,16,16,16,13,3,0,0,9,16,5,2,0,0,0,0,3,16,11,3,0,0,0,0,0,6,16,16,5,0,0,0,0,0,2,16,8,0,0,0,0,0,12,16,3,0,0,0,0,0,12,11,0,0,0
3125,0,3,16,16,16,16,14,0,0,9,15,9,7,3,2,0,0,10,12,0,0,0,0,0,0,10,16,15,9,0,0,0,0,1,8,9,16,7,0,0,0,0,0,0,10,12,0,0,0,5,7,0,8,14,0,0,0,4,16,16,16,8,0,0
688,0,0,7,13,12,12,5,0,0,3,15,8,7,8,3,0,0,4,15,5,6,0,0,0,0,5,16,16,16,2,0,0,0,2,8,1,12,4,0,0,0,0,0,0,12,4,0,0,0,0,3,5,16,2,0,0,0,0,9,15,8,0,0,0
2230,0,2,15,16,9,0,0,0,0,7,15,12,16,2,0,0,0,9,9,2,16,2,0,0,0,1,0,7,16,0,0,0,0,0,0,14,10,0,0,0,0,1,12,15,2,0,0,0,0,8,16,14,12,12,3,0,0,3,14,16,16,16,7,0
3083,0,0,1,15,6,0,0,0,0,0,8,15,2,0,0,0,0,0,15,9,0,0,0,0,0,2,16,10,0,0,0,0,0,8,16,11,10,4,0,0,0,5,16,16,11,16,6,0,0,2,15,16,11,16,11,0,0,0,3,11,15,13,1,0
2613,0,0,5,15,13,1,0,0,0,0,12,16,12,10,0,0,0,0,14,8,0,13,3,0,0,0,16,9,0,10,9,0,0,0,16,13,0,8,9,0,0,1,16,6,2,16,9,0,0,0,13,12,15,15,2,0,0,0,6,16,16,7,0,0
3283,0,0,7,16,15,2,0,0,0,7,15,7,12,10,0,0,0,8,6,0,10,12,0,0,0,0,0,6,16,12,1,0,0,0,0,5,12,15,10,0,0,0,0,0,0,8,12,0,0,0,6,9,4,13,10,0,0,0,5,16,16,13,1,0
2180,0,2,12,16,16,8,0,0,0,8,10,9,16,6,0,0,0,0,1,13,13,0,0,0,0,0,8,16,5,0,0,0,0,0,2,14,15,3,0,0,0,0,0,0,9,15,3,0,0,0,0,3,4,14,11,0,0,3,15,16,16,16,9,0
2540,0,0,1,12,0,0,0,0,0,0,4,14,0,0,0,0,0,0,11,9,0,0,0,0,0,0,13,10,2,0,0,0,0,4,16,16,16,13,1,0,0,1,16,10,4,13,11,0,0,0,8,13,2,11,11,0,0,0,0,11,16,14,3,0
869,0,0,4,14,16,8,0,0,0,3,16,16,16,16,0,0,0,3,9,4,16,16,4,0,0,0,2,16,16,16,14,0,0,0,2,13,16,12,2,0,0,0,0,7,16,4,0,0,0,0,0,13,13,0,0,0,0,0,5,13,3,0,0,0
1720,0,0,5,14,12,8,2,0,0,0,1,10,16,16,12,0,0,0,5,14,16,16,2,0,0,0,10,16,16,12,0,0,0,6,16,16,14,4,0,0,0,9,16,16,11,0,0,0,0,10,16,16,6,0,0,0,0,1,10,14,12,4,0,0
1508,0,0,6,14,13,1,0,0,0,2,15,15,16,7,0,0,0,1,5,4,16,6,0,0,0,0,0,7,16,10,3,0,0,1,9,16,16,16,10,0,0,1,15,16,13,8,1,0,0,0,2,16,8,0,0,0,0,0,8,13,0,0,0,0
1731,0,0,6,16,12,1,0,0,0,8,15,5,16,4,0,0,0,13,6,4,16,3,0,0,0,3,3,5,16,0,0,0,0,0,0,13,12,0,0,0,0,0,3,16,9,0,0,0,0,0,10,16,6,4,1,0,0,0,4,15,16,16,14,0
1214,0,0,10,16,14,6,0,0,0,0,14,16,9,15,3,0,0,0,10,16,5,15,4,0,0,0,3,16,16,13,1,0,0,0,12,16,16,10,0,0,0,2,16,5,10,14,0,0,0,7,16,8,7,16,3,0,0,0,9,14,16,11,1,0
1644,0,0,4,11,16,11,1,0,0,3,15,7,5,14,4,0,0,8,13,0,14,16,5,0,0,0,15,16,11,16,5,0,0,0,1,2,5,13,0,0,0,0,0,1,13,4,0,0,0,0,1,13,7,0,0,0,0,0,6,14,0,0,0,0
669,0,0,0,1,10,0,0,0,0,0,0,11,8,2,1,0,0,0,3,13,0,8,8,0,0,0,10,8,2,15,3,0,0,6,16,15,16,16,5,0,0,12,15,12,15,14,3,0,0,0,0,0,15,1,0,0,0,0,0,0,12,0,0,0
2108,0,0,2,11,11,2,0,0,0,0,11,16,16,5,0,0,0,0,10,16,16,5,0,0,0,0,2,11,14,9,0,0,0,0,0,0,8,12,0,0,0,0,0,0,8,16,0,0,0,0,0,8,15,10,0,0,0,0,1,14,14,3,0,0
1696,0,0,0,2,11,16,8,0,0,1,9,15,16,16,12,0,0,3,15,16,13,16,10,0,0,0,0,3,16,16,6,0,0,0,0,0,16,16,4,0,0,0,0,4,16,16,3,0,0,0,0,4,16,16,1,0,0,0,0,1,13,16,1,0
3361,0,0,3,14,9,2,0,0,0,3,16,12,7,13,0,0,0,3,14,1,8,14,0,0,0,0,6,14,16,2,0,0,0,0,2,16,15,9,0,0,0,0,12,10,1,10,9,0,0,0,11,7,0,7,13,0,0,0,1,11,16,15,4,0
3740,0,0,6,15,14,8,0,0,0,3,13,0,3,14,3,0,0,6,14,0,2,14,4,0,0,0,13,16,16,16,4,0,0,0,0,4,4,13,4,0,0,0,0,0,0,12,5,0,0,0,14,6,0,13,4,0,0,0,6,15,16,9,0,0
799,0,0,6,12,9,4,0,0,0,0,2,14,16,14,0,0,0,0,0,12,16,16,0,0,0,0,0,15,16,13,0,0,0,0,0,16,16,12,0,0,0,0,5,16,16,5,0,0,0,0,7,16,16,5,0,0,0,0,9,12,11,2,0,0
1718,0,0,3,14,13,1,0,0,0,0,12,15,11,9,0,0,0,1,16,4,0,15,0,0,0,5,13,0,0,13,6,0,0,7,9,0,0,13,8,0,0,4,12,0,0,13,9,0,0,3,13,4,10,16,5,0,0,0,3,8,13,15,2,0
3790,0,0,3,13,14,2,0,0,0,0,7,9,14,12,0,0,0,0,0,0,7,11,0,0,0,0,0,0,9,7,0,0,0,2,13,16,16,13,3,0,0,2,16,16,14,7,1,0,0,0,0,16,8,0,0,0,0,0,2,13,2,0,0,0
307,0,0,0,0,13,13,0,0,0,0,2,12,16,16,0,0,0,3,15,16,16,13,0,0,0,11,15,4,14,12,0,0,0,2,2,0,16,11,0,0,0,0,0,0,15,11,0,0,0,0,0,3,16,10,0,0,0,0,0,0,15,15,0,0
1270,0,0,0,5,16,2,0,0,0,0,0,12,14,0,0,0,0,0,4,16,5,0,0,0,0,1,12,12,0,4,6,0,0,8,16,3,2,16,10,0,2,16,16,16,15,16,2,0,1,4,7,11,16,11,0,0,0,0,0,7,16,4,0,0
3536,0,0,9,16,14,12,3,0,0,3,13,4,11,8,11,0,0,1,15,5,0,12,4,0,0,0,3,14,13,7,0,0,0,0,0,10,13,0,0,0,0,0,5,12,15,0,0,0,0,0,12,2,12,0,0,0,0,0,10,16,6,0,0,0
1389,0,0,3,16,9,1,0,0,0,0,12,16,16,1,0,0,0,0,15,16,10,0,0,0,0,0,14,16,5,0,0,0,0,0,13,16,4,0,0,0,0,0,13,16,4,0,0,0,0,0,9,16,5,0,0,0,0,0,2,16,6,0,0,0
1899,0,0,10,12,2,0,0,0,0,4,15,13,13,0,0,0,0,5,12,0,14,2,0,0,0,2,10,0,13,3,0,0,0,0,0,2,14,0,0,0,0,0,0,9,9,0,0,0,0,0,11,16,8,4,2,0,0,0,13,15,16,16,7,0
1494,0,0,3,16,14,3,0,0,0,0,6,16,16,5,0,0,0,0,12,16,9,0,0,0,0,0,16,16,5,0,0,0,0,2,16,16,1,0,0,0,0,1,16,16,1,0,0,0,0,0,13,16,1,0,0,0,0,0,4,15,0,0,0,0
3481,0,0,0,4,15,7,0,0,0,0,0,6,15,1,0,0,0,0,0,12,8,4,15,0,0,0,4,14,1,12,12,0,0,8,15,13,8,16,6,0,6,16,16,16,16,14,0,0,3,7,6,9,16,9,0,0,0,0,0,5,13,2,0,0
508,0,2,15,9,0,0,0,0,0,8,13,15,0,0,0,0,0,10,4,14,3,0,0,0,0,11,2,12,4,0,0,0,0,1,0,12,4,0,0,0,0,0,2,16,0,0,0,0,0,0,11,14,6,6,5,0,0,2,16,16,16,16,9,0
108,0,0,5,16,10,1,0,0,0,11,14,13,14,12,0,0,0,12,16,4,3,15,5,0,0,11,12,1,0,7,9,0,0,9,10,0,0,3,14,0,0,6,14,0,0,9,16,0,0,0,14,9,9,16,11,0,0,0,5,15,16,15,1,0
3550,0,2,14,16,12,1,0,0,0,8,15,12,16,2,0,0,0,0,3,4,16,2,0,0,0,0,0,13,10,0,0,0,0,0,4,16,4,0,0,0,0,0,12,11,0,0,0,0,0,2,16,8,6,8,9,1,0,2,13,16,16,16,16,5
3532,0,3,14,16,16,13,0,0,0,8,15,8,13,16,0,0,0,0,1,2,16,10,0,0,0,0,0,12,15,1,0,0,0,0,9,15,3,0,0,0,0,2,16,8,0,0,0,0,0,6,16,4,4,7,7,0,0,3,15,16,16,13,7,0
2718,0,0,3,8,10,12,6,0,0,0,13,15,11,8,2,0,0,0,12,11,2,0,0,0,0,0,13,16,16,9,1,0,0,0,0,4,6,13,6,0,0,0,0,0,0,13,4,0,0,0,5,5,13,11,0,0,0,0,13,14,7,0,0,0
1481,0,0,3,13,16,16,3,0,0,0,8,10,5,5,0,0,0,7,15,0,0,0,0,0,0,10,13,2,0,0,0,0,0,3,15,14,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,13,0,0,0,0,0,3,16,11,0,0,0
1163,0,0,10,14,11,9,0,0,0,0,9,12,8,9,0,0,0,0,11,9,1,0,0,0,0,0,15,16,14,2,0,0,0,0,12,2,10,6,0,0,0,0,0,0,0,13,0,0,0,0,7,5,8,12,0,0,0,0,10,16,15,4,0,0
1638,0,0,2,8,12,5,0,0,0,0,3,16,16,12,0,0,0,0,5,16,16,8,0,0,0,0,5,16,16,11,0,0,0,0,9,16,16,5,0,0,0,0,8,16,16,8,0,0,0,0,6,16,16,10,0,0,0,0,1,10,10,7,0,0
1129,0,0,5,13,12,2,0,0,0,0,14,12,12,13,0,0,0,0,11,4,2,15,0,0,0,0,8,8,4,16,1,0,0,0,2,14,16,16,6,0,0,0,0,0,0,7,10,0,0,0,8,9,8,15,10,0,0,0,4,16,16,13,2,0
299,0,0,1,15,0,0,0,0,0,0,4,15,1,0,0,0,0,0,12,9,0,0,0,0,0,1,16,9,2,0,0,0,0,5,16,13,14,10,2,0,0,2,16,5,0,10,9,0,0,1,13,12,8,12,11,0,0,0,1,12,13,10,3,0
870,0,0,0,0,13,4,0,0,0,0,0,9,12,1,0,0,0,0,4,14,4,0,0,0,0,1,14,12,4,4,1,0,0,7,16,16,16,16,7,0,0,4,7,2,9,16,3,0,0,0,0,0,12,12,0,0,0,0,0,0,14,5,0,0
2069,0,0,7,16,15,6,0,0,0,0,2,9,15,14,0,0,0,0,0,0,13,12,0,0,0,0,0,3,16,14,8,0,0,0,9,16,16,16,9,0,0,0,5,14,14,2,0,0,0,0,2,15,6,0,0,0,0,0,9,15,0,0,0,0
493,0,0,12,16,9,0,0,0,0,3,16,7,5,0,0,0,0,11,13,0,0,0,0,0,0,9,12,0,0,0,0,0,0,9,13,10,15,8,0,0,0,5,16,15,8,11,10,0,0,4,16,12,1,5,16,0,0,1,10,15,16,16,10,0
50,0,1,14,15,5,0,0,0,0,3,16,15,15,3,0,0,0,3,16,9,16,5,0,0,0,0,5,6,16,4,0,0,0,0,0,8,15,1,0,0,0,0,0,14,11,0,0,0,0,0,9,16,14,8,7,0,0,0,15,16,16,16,16,6
3821,0,0,6,16,2,0,0,0,0,0,15,10,0,0,0,0,0,6,16,3,0,0,0,0,0,9,14,0,0,0,0,0,0,12,13,11,12,12,3,0,0,7,16,15,12,13,13,0,0,2,15,12,2,8,15,0,0,0,5,16,16,16,5,0
685,0,0,1,15,1,0,0,0,0,0,6,16,0,2,0,0,0,0,11,13,2,16,2,0,0,6,16,8,9,14,0,0,0,8,16,16,16,14,3,0,0,0,8,15,16,16,8,0,0,0,0,12,14,3,0,0,0,0,1,16,9,0,0,0
1324,0,0,6,15,13,3,0,0,0,5,15,6,13,15,3,0,0,10,11,0,13,16,5,0,0,4,15,14,16,15,1,0,0,0,0,1,12,9,0,0,0,0,0,8,15,1,0,0,0,0,1,14,8,0,0,0,0,0,6,15,0,0,0,0
229,0,0,0,1,11,14,10,0,0,0,6,14,7,10,13,0,0,0,15,3,1,14,5,0,0,0,15,11,9,16,5,0,0,0,3,8,7,16,4,0,0,0,0,0,2,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,7,0,0
3096,0,1,11,14,6,0,0,0,0,7,12,5,15,0,0,0,0,6,6,1,16,0,0,0,0,0,0,5,16,0,0,0,0,0,0,13,16,12,0,0,0,0,0,0,3,14,6,0,0,0,5,7,6,14,8,0,0,0,14,16,16,11,1,0
694,0,0,8,12,12,14,8,0,0,2,11,12,12,16,12,0,0,0,0,0,3,16,5,0,0,0,3,7,15,13,0,0,0,0,15,16,16,16,4,0,0,0,1,15,9,0,0,0,0,0,10,14,0,0,0,0,0,0,10,11,0,0,0,0
1591,0,0,9,16,14,2,0,0,0,0,10,16,16,4,0,0,0,4,16,16,16,0,0,0,0,0,14,16,16,2,0,0,0,1,16,16,16,3,0,0,0,1,16,16,16,0,0,0,0,3,16,16,16,7,0,0,0,1,9,15,16,8,0,0
